,index,id_usuario,tipo_usuario,sistema_usuario,id_contenido,duracion_contenido,tipo_contenido,numero_sesion,recomendaciones_vistas,minutos_sesion,sistema_sesion,recomendaciones_totales,fecha_sesion,avg_valoracion,duracion_prom_sesion,porcentaje_finalizado,avg_sesiones_semana,click_rate
292,292,400,moderator,Recomendeitor_Plus,"[137, 66, 166, 30]",2720,"['documentary', 'series', 'movie']",32,4,3168,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 8, 25), datetime.date(2021, 9, 14), datetime.date(2022, 7, 29), datetime.date(2021, 1, 11)]",3.08,99.0,116.47,1.0,2.0
293,293,401,moderator,Recomendeitor_Plus,"[99, 71, 114, 117, 62]",3282,"['short', 'live', 'movie']",30,5,3072,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 2, 16), datetime.date(2021, 5, 24), datetime.date(2022, 10, 19), datetime.date(2021, 9, 13), datetime.date(2021, 1, 10)]",3.46,102.4,93.6,1.0,2.5
294,294,402,consumer,Recomendeitor_Plus,[166],660,['movie'],6,1,1074,['Recomendeitor'],3,"[datetime.date(2021, 9, 7)]",4.30,179.0,162.73,1.0,0.33
295,295,404,consumer,Recomendeitor,[20],320,['live'],4,1,204,['Recomendeitor_Plus'],2,"[datetime.date(2022, 6, 11)]",1.20,51.0,63.75,1.0,0.5
296,296,405,consumer,Recomendeitor,"[200, 194, 70, 71]",4590,"['short', 'documentary', 'live']",40,4,2330,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2021, 6, 8), datetime.date(2022, 10, 17), datetime.date(2022, 12, 11), datetime.date(2021, 3, 30)]",3.00,58.25,50.76,1.0,0.8
297,297,406,admin,Recomendeitor_Plus,"[8, 59, 95]",672,"['live', 'documentary', 'series']",6,3,524,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 2, 13), datetime.date(2022, 8, 19), datetime.date(2021, 8, 1)]",3.77,87.33,77.98,1.0,1.5
298,298,408,content_creator,Recomendeitor,"[25, 92]",540,['short'],8,2,1092,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 12, 11), datetime.date(2021, 1, 13)]",3.45,136.5,202.22,1.0,1.0
299,299,410,moderator,Recomendeitor,"[98, 174, 127]",784,"['documentary', 'series']",12,3,1320,['Recomendeitor_Plus'],2,"[datetime.date(2022, 7, 9), datetime.date(2022, 3, 12), datetime.date(2022, 7, 17)]",3.97,110.0,168.37,1.0,1.5
300,300,412,admin,Recomendeitor,"[99, 140, 190]",1635,"['short', 'series']",15,3,1850,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2022, 6, 5), datetime.date(2021, 7, 10), datetime.date(2021, 10, 1)]",3.13,123.33,113.15,1.0,0.6
301,301,413,admin,Recomendeitor_Plus,"[146, 199]",1816,"['documentary', 'movie']",16,2,2752,['Recomendeitor_Plus'],4,"[datetime.date(2021, 4, 23), datetime.date(2022, 3, 31)]",4.40,172.0,151.54,1.0,0.5
302,302,414,consumer,Recomendeitor_Plus,"[184, 186, 115, 149]",730,"['series', 'documentary', 'live']",8,4,616,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 6, 28), datetime.date(2021, 7, 10), datetime.date(2022, 9, 17), datetime.date(2021, 12, 11)]",3.22,77.0,84.38,1.0,4.0
303,303,415,admin,Recomendeitor,"[48, 49, 56, 93]",1059,"['short', 'series']",12,4,1170,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 3, 25), datetime.date(2021, 10, 26), datetime.date(2021, 10, 3), datetime.date(2022, 3, 4)]",2.75,97.5,110.48,1.0,1.33
304,304,416,admin,Recomendeitor_Plus,"[162, 76, 20, 55, 156]",6684,"['series', 'documentary', 'live', 'movie']",60,5,6492,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 6, 25), datetime.date(2022, 7, 17), datetime.date(2021, 1, 30), datetime.date(2021, 4, 22), datetime.date(2022, 5, 27)]",3.64,108.2,97.13,1.0,1.67
305,305,419,consumer,Recomendeitor,"[10, 189, 94]",2180,"['short', 'series', 'movie']",30,3,2870,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2022, 4, 8), datetime.date(2021, 11, 6), datetime.date(2022, 7, 13)]",2.33,95.67,131.65,1.0,0.6
306,306,420,consumer,Recomendeitor,"[197, 5, 189]",2304,"['series', 'live', 'movie']",24,3,2600,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 4, 27), datetime.date(2022, 5, 1), datetime.date(2022, 2, 26)]",4.05,108.33,112.85,1.5,0.75
307,307,421,moderator,Recomendeitor,"[25, 26, 142, 159]",3876,"['short', 'live']",48,4,3684,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 3, 9), datetime.date(2021, 6, 22), datetime.date(2022, 7, 16), datetime.date(2022, 1, 2)]",4.52,76.75,95.05,1.0,1.0
308,308,422,admin,Recomendeitor_Plus,"[39, 163, 189, 199]",682,"['short', 'series', 'movie']",8,4,844,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 10, 20), datetime.date(2022, 12, 13), datetime.date(2022, 5, 17), datetime.date(2022, 9, 16)]",3.30,105.5,123.75,1.0,2.0
309,309,423,admin,Recomendeitor_Plus,"[58, 115, 85]",2676,"['live', 'series', 'movie']",36,3,2760,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 10, 17), datetime.date(2021, 8, 20), datetime.date(2022, 6, 25)]",1.73,76.67,103.14,1.0,0.75
310,310,424,consumer,Recomendeitor,"[144, 120, 104, 184]",1636,"['short', 'documentary', 'series', 'movie']",16,4,2076,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 11, 22), datetime.date(2022, 8, 11), datetime.date(2022, 6, 25), datetime.date(2021, 3, 12)]",3.45,129.75,126.89,1.0,2.0
311,311,425,admin,Recomendeitor_Plus,"[136, 188, 150, 127]",501,"['series', 'documentary', 'live']",4,4,301,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 4, 22), datetime.date(2021, 11, 16), datetime.date(2021, 2, 10), datetime.date(2022, 2, 21)]",3.58,75.25,60.08,1.0,4.0
312,312,426,admin,Recomendeitor,"[34, 67, 101]",1005,"['short', 'documentary', 'movie']",9,3,948,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 10, 28), datetime.date(2022, 3, 26), datetime.date(2022, 5, 11)]",2.00,105.33,94.33,1.0,1.0
313,313,427,admin,Recomendeitor_Plus,"[73, 58, 171, 61]",1050,"['series', 'documentary', 'live', 'movie']",12,4,1563,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 11, 28), datetime.date(2021, 5, 20), datetime.date(2021, 5, 13), datetime.date(2022, 9, 10)]",3.12,130.25,148.86,1.0,4.0
314,314,428,content_creator,Recomendeitor_Plus,"[199, 140, 103]",4512,"['series', 'movie']",36,3,2700,['Recomendeitor'],4,"[datetime.date(2021, 2, 10), datetime.date(2021, 6, 10), datetime.date(2021, 8, 2)]",3.53,75.0,59.84,1.0,0.75
315,315,429,moderator,Recomendeitor_Plus,"[37, 102, 70, 168, 169, 81, 23, 188]",9336,"['live', 'movie', 'documentary', 'short', 'series']",96,8,8844,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 12, 18), datetime.date(2021, 3, 26), datetime.date(2022, 10, 1), datetime.date(2021, 5, 8), datetime.date(2022, 3, 16), datetime.date(2022, 5, 14), datetime.date(2022, 1, 21), datetime.date(2021, 3, 29)]",2.76,92.12,94.73,1.0,2.0
316,316,430,content_creator,Recomendeitor_Plus,[149],273,['live'],3,1,39,['Recomendeitor_Plus'],3,"[datetime.date(2021, 11, 30)]",3.90,13.0,14.29,1.0,0.33
317,317,434,moderator,Recomendeitor_Plus,"[135, 177, 87, 167]",1424,"['short', 'documentary', 'movie']",16,4,984,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 6, 11), datetime.date(2021, 8, 9), datetime.date(2022, 5, 18), datetime.date(2022, 12, 26)]",2.92,61.5,69.1,1.0,4.0
318,318,435,content_creator,Recomendeitor,"[73, 22, 105, 55]",886,"['series', 'documentary', 'live', 'movie']",8,4,992,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 9, 25), datetime.date(2021, 8, 28), datetime.date(2022, 10, 23), datetime.date(2022, 4, 19)]",3.42,124.0,111.96,1.0,2.0
319,319,436,admin,Recomendeitor_Plus,[116],86,['short'],2,1,36,['Recomendeitor_Plus'],1,"[datetime.date(2022, 9, 26)]",3.20,18.0,41.86,1.0,1.0
320,320,438,moderator,Recomendeitor,"[63, 85, 103]",732,"['series', 'movie']",6,3,478,['Recomendeitor_Plus'],2,"[datetime.date(2021, 10, 12), datetime.date(2022, 7, 18), datetime.date(2021, 5, 17)]",1.65,79.67,65.3,1.0,1.5
321,321,439,moderator,Recomendeitor,"[195, 101, 197, 8, 136, 75, 20, 182, 120, 26]",5898,"['live', 'movie', 'documentary', 'short', 'series']",60,10,6126,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 10, 28), datetime.date(2021, 2, 16), datetime.date(2021, 8, 6), datetime.date(2022, 3, 17), datetime.date(2021, 11, 6), datetime.date(2021, 8, 1), datetime.date(2021, 6, 30), datetime.date(2021, 5, 27), datetime.date(2021, 8, 22), datetime.date(2021, 1, 15)]",3.35,102.1,103.87,1.0,3.33
322,322,440,moderator,Recomendeitor_Plus,"[152, 161, 11]",1908,"['short', 'movie']",18,3,1506,['Recomendeitor'],2,"[datetime.date(2021, 3, 1), datetime.date(2022, 1, 27), datetime.date(2022, 3, 26)]",3.17,83.67,78.93,1.0,1.5
323,323,441,admin,Recomendeitor,"[132, 168, 170, 147, 88]",3228,"['short', 'documentary', 'live', 'movie']",60,5,6096,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 10, 6), datetime.date(2022, 11, 12), datetime.date(2021, 12, 13), datetime.date(2022, 2, 19), datetime.date(2021, 12, 9)]",3.64,101.6,188.85,1.0,1.25
324,324,442,content_creator,Recomendeitor_Plus,"[121, 11, 191]",2727,"['short', 'movie']",27,3,2034,['Recomendeitor_Plus'],3,"[datetime.date(2021, 10, 13), datetime.date(2021, 2, 26), datetime.date(2021, 6, 30)]",3.73,75.33,74.59,1.0,1.0
325,325,443,content_creator,Recomendeitor,"[88, 68, 13]",1272,"['short', 'documentary', 'live']",36,3,3312,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 12, 6), datetime.date(2021, 8, 2), datetime.date(2022, 9, 10)]",2.97,92.0,260.38,1.0,1.5
326,326,445,consumer,Recomendeitor_Plus,"[74, 84, 69]",813,"['live', 'movie']",9,3,1104,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 8, 28), datetime.date(2022, 6, 14), datetime.date(2022, 11, 4)]",3.63,122.67,135.79,1.0,1.0
327,327,446,consumer,Recomendeitor_Plus,"[153, 172, 149, 119]",4236,"['documentary', 'live', 'movie']",48,4,3804,"['Recomendeitor_Plus', 'Recomendeitor']",6,"[datetime.date(2022, 9, 8), datetime.date(2021, 12, 11), datetime.date(2021, 10, 13), datetime.date(2022, 6, 23)]",3.75,79.25,89.8,1.0,0.67
328,328,448,consumer,Recomendeitor,"[16, 2, 148]",590,"['short', 'live']",6,3,494,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 4, 18), datetime.date(2021, 1, 7), datetime.date(2021, 4, 16)]",2.80,82.33,83.73,1.5,3.0
329,329,449,content_creator,Recomendeitor_Plus,"[81, 17]",1820,"['short', 'documentary']",40,2,2000,['Recomendeitor'],4,"[datetime.date(2022, 2, 3), datetime.date(2021, 3, 17)]",2.65,50.0,109.89,1.0,0.5
330,330,450,moderator,Recomendeitor_Plus,"[40, 9, 149, 63]",5460,"['short', 'live', 'movie']",48,4,4968,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2022, 10, 25), datetime.date(2021, 7, 22), datetime.date(2022, 3, 9), datetime.date(2022, 8, 26)]",2.47,103.5,90.99,1.0,1.0
331,331,452,content_creator,Recomendeitor,"[200, 134]",1512,"['documentary', 'live']",12,2,1194,['Recomendeitor_Plus'],3,"[datetime.date(2022, 9, 7), datetime.date(2022, 1, 12)]",3.20,99.5,78.97,1.0,0.67
332,332,453,moderator,Recomendeitor,"[90, 85, 142]",138,"['short', 'live', 'series']",3,3,323,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 3, 1), datetime.date(2022, 5, 14), datetime.date(2021, 3, 5)]",2.37,107.67,234.06,1.5,3.0
333,333,454,consumer,Recomendeitor,"[133, 46]",2601,"['series', 'movie']",18,2,477,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 7, 12), datetime.date(2021, 8, 10)]",3.80,26.5,18.34,1.0,0.67
334,334,455,content_creator,Recomendeitor,"[158, 132, 30]",229,"['short', 'series']",3,3,179,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 11, 20), datetime.date(2021, 7, 2), datetime.date(2022, 4, 15)]",2.60,59.67,78.17,1.0,3.0
335,335,458,consumer,Recomendeitor,"[185, 188, 20]",2416,['live'],24,3,1424,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 2, 8), datetime.date(2021, 5, 13), datetime.date(2022, 9, 23)]",2.50,59.33,58.94,1.0,1.5
336,336,460,moderator,Recomendeitor_Plus,"[129, 23]",516,['series'],6,2,804,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 1, 29), datetime.date(2022, 1, 1)]",2.85,134.0,155.81,1.0,2.0
337,337,461,content_creator,Recomendeitor,[181],114,['series'],2,1,164,['Recomendeitor'],1,"[datetime.date(2021, 10, 14)]",2.20,82.0,143.86,1.0,1.0
338,338,463,moderator,Recomendeitor,"[64, 118]",720,"['documentary', 'series']",6,2,192,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 7, 28), datetime.date(2021, 12, 3)]",3.05,32.0,26.67,1.0,0.67
339,339,464,consumer,Recomendeitor,"[156, 92]",1056,"['short', 'series']",8,2,388,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 2, 19), datetime.date(2022, 4, 1)]",3.05,48.5,36.74,1.0,2.0
340,340,465,consumer,Recomendeitor,"[114, 83, 125, 79]",8320,"['documentary', 'live', 'movie']",64,4,6480,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 12, 23), datetime.date(2022, 12, 16), datetime.date(2021, 3, 25), datetime.date(2021, 9, 16)]",2.62,101.25,77.88,1.0,1.0
341,341,466,consumer,Recomendeitor,[87],186,['short'],3,1,426,['Recomendeitor'],3,"[datetime.date(2021, 9, 3)]",3.10,142.0,229.03,1.0,0.33
342,342,467,consumer,Recomendeitor_Plus,"[171, 16, 176, 55, 94]",862,"['short', 'live', 'series', 'movie']",10,5,896,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 7, 6), datetime.date(2022, 9, 2), datetime.date(2021, 4, 28), datetime.date(2021, 10, 16), datetime.date(2022, 1, 5)]",2.86,89.6,103.94,1.0,2.5
343,343,468,content_creator,Recomendeitor,"[1, 43, 147]",6144,"['short', 'live']",48,3,4304,['Recomendeitor_Plus'],4,"[datetime.date(2022, 5, 7), datetime.date(2021, 10, 22), datetime.date(2022, 3, 4)]",3.30,89.67,70.05,1.0,0.75
344,344,469,content_creator,Recomendeitor,[41],54,['documentary'],3,1,480,['Recomendeitor'],1,"[datetime.date(2022, 9, 13)]",1.10,160.0,888.89,1.0,1.0
345,345,470,consumer,Recomendeitor_Plus,[149],182,['live'],2,1,148,['Recomendeitor'],2,"[datetime.date(2021, 7, 14)]",3.90,74.0,81.32,1.0,0.5
346,346,471,consumer,Recomendeitor_Plus,"[130, 43, 140, 176, 80, 85, 56]",1482,"['short', 'live', 'series']",14,7,1036,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 1, 30), datetime.date(2021, 8, 10), datetime.date(2021, 12, 1), datetime.date(2021, 2, 9), datetime.date(2022, 6, 2), datetime.date(2021, 11, 6), datetime.date(2021, 9, 9)]",2.90,74.0,69.91,1.0,7.0
347,347,472,consumer,Recomendeitor_Plus,"[18, 47]",476,"['documentary', 'movie']",8,2,988,['Recomendeitor_Plus'],2,"[datetime.date(2022, 5, 3), datetime.date(2022, 5, 9)]",3.70,123.5,207.56,1.0,1.0
348,348,473,content_creator,Recomendeitor,[197],328,['live'],4,1,564,['Recomendeitor_Plus'],2,"[datetime.date(2022, 12, 4)]",3.50,141.0,171.95,1.0,0.5
349,349,474,consumer,Recomendeitor_Plus,"[98, 68, 79]",1740,['documentary'],36,3,4500,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 1, 5), datetime.date(2021, 4, 10), datetime.date(2021, 12, 15)]",3.90,125.0,258.62,1.0,1.0
350,350,475,consumer,Recomendeitor,[146],820,['documentary'],5,1,695,['Recomendeitor'],5,"[datetime.date(2021, 6, 7)]",4.90,139.0,84.76,1.0,0.2
351,351,476,admin,Recomendeitor,"[35, 76]",200,['movie'],2,2,182,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 2, 13), datetime.date(2022, 6, 23)]",2.70,91.0,91.0,1.0,2.0
352,352,477,admin,Recomendeitor,[185],432,['live'],4,1,656,['Recomendeitor'],2,"[datetime.date(2021, 1, 26)]",2.00,164.0,151.85,1.0,0.5
353,353,478,consumer,Recomendeitor_Plus,"[153, 148]",2412,"['short', 'movie']",24,2,3000,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 9, 1), datetime.date(2022, 6, 6)]",3.15,125.0,124.38,1.0,0.5
354,354,479,moderator,Recomendeitor_Plus,"[97, 171, 126]",580,['series'],15,3,1340,['Recomendeitor_Plus'],1,"[datetime.date(2022, 10, 24), datetime.date(2021, 3, 30), datetime.date(2021, 1, 26)]",2.90,89.33,231.03,1.0,3.0
355,355,480,consumer,Recomendeitor_Plus,"[130, 137, 74, 115, 152, 154]",2952,"['documentary', 'live', 'movie']",24,6,1512,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 7, 24), datetime.date(2021, 12, 24), datetime.date(2021, 8, 2), datetime.date(2021, 7, 19), datetime.date(2021, 1, 17), datetime.date(2022, 7, 28)]",2.90,63.0,51.22,1.0,3.0
356,356,481,admin,Recomendeitor_Plus,"[193, 162, 77, 20, 25, 123, 127]",4328,"['live', 'movie', 'documentary', 'short', 'series']",56,7,3336,['Recomendeitor_Plus'],2,"[datetime.date(2022, 3, 6), datetime.date(2021, 4, 17), datetime.date(2022, 10, 2), datetime.date(2021, 5, 9), datetime.date(2021, 11, 19), datetime.date(2022, 8, 20), datetime.date(2021, 12, 6)]",3.10,59.57,77.08,1.0,3.5
357,357,483,moderator,Recomendeitor,"[110, 46]",992,"['documentary', 'series']",16,2,2312,['Recomendeitor_Plus'],4,"[datetime.date(2021, 2, 9), datetime.date(2021, 9, 26)]",4.10,144.5,233.06,1.0,0.5
358,358,484,consumer,Recomendeitor,[93],512,['series'],16,1,2240,['Recomendeitor'],4,"[datetime.date(2022, 12, 15)]",1.90,140.0,437.5,1.0,0.25
359,359,485,admin,Recomendeitor,"[3, 70, 117, 186, 123]",2200,"['short', 'live', 'series']",20,5,1208,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 4, 8), datetime.date(2022, 1, 11), datetime.date(2021, 11, 8), datetime.date(2021, 4, 11), datetime.date(2021, 6, 3)]",3.34,60.4,54.91,1.25,5.0
360,360,488,consumer,Recomendeitor_Plus,"[78, 63]",2384,"['live', 'movie']",16,2,904,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 10, 26), datetime.date(2022, 4, 14)]",3.40,56.5,37.92,1.0,0.5
361,361,489,content_creator,Recomendeitor,"[187, 139]",2560,"['live', 'series']",16,2,968,['Recomendeitor_Plus'],2,"[datetime.date(2021, 10, 19), datetime.date(2022, 5, 18)]",3.60,60.5,37.81,1.0,1.0
362,362,490,content_creator,Recomendeitor_Plus,"[70, 168, 12, 46, 114, 116, 189]",2728,"['short', 'series', 'documentary', 'live']",28,7,2208,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 3, 25), datetime.date(2022, 11, 14), datetime.date(2021, 10, 20), datetime.date(2021, 4, 23), datetime.date(2021, 6, 6), datetime.date(2022, 3, 21), datetime.date(2022, 1, 23)]",3.33,78.86,80.94,1.1666666666666667,3.5
363,363,492,content_creator,Recomendeitor,"[49, 103]",1476,"['short', 'series']",12,2,102,['Recomendeitor'],3,"[datetime.date(2022, 7, 22), datetime.date(2021, 1, 13)]",2.70,8.5,6.91,1.0,0.67
364,364,493,admin,Recomendeitor,"[66, 163, 102]",996,"['short', 'documentary', 'movie']",18,3,1338,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2021, 12, 1), datetime.date(2021, 1, 5), datetime.date(2021, 7, 19)]",2.10,74.33,134.34,1.0,1.0
365,365,494,admin,Recomendeitor_Plus,"[129, 66, 104, 54, 123]",2904,"['short', 'documentary', 'series', 'movie']",30,5,3048,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 2, 12), datetime.date(2021, 5, 26), datetime.date(2021, 7, 25), datetime.date(2021, 8, 28), datetime.date(2021, 3, 30)]",3.04,101.6,104.96,1.0,2.5
366,366,495,admin,Recomendeitor_Plus,"[98, 164, 51, 57, 155]",546,"['short', 'documentary', 'live']",5,5,299,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2021, 10, 16), datetime.date(2021, 2, 6), datetime.date(2021, 11, 26), datetime.date(2021, 9, 9), datetime.date(2022, 1, 23)]",2.95,59.8,54.76,1.0,5.0
367,367,496,content_creator,Recomendeitor,"[98, 11, 45, 39]",2280,"['short', 'documentary']",24,4,1752,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 10, 25), datetime.date(2022, 7, 10), datetime.date(2022, 5, 28), datetime.date(2022, 12, 27)]",3.28,73.0,76.84,1.0,1.33
368,368,498,moderator,Recomendeitor,"[24, 131, 20, 78]",3400,"['short', 'live']",40,4,3580,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2022, 9, 21), datetime.date(2022, 2, 14), datetime.date(2022, 7, 18), datetime.date(2022, 3, 8)]",3.05,89.5,105.29,1.0,0.8
369,369,499,consumer,Recomendeitor_Plus,"[32, 192, 135, 179, 184, 125]",16776,"['short', 'documentary', 'movie']",144,6,11616,"['Recomendeitor_Plus', 'Recomendeitor']",4,"[datetime.date(2021, 4, 6), datetime.date(2021, 8, 2), datetime.date(2021, 11, 25), datetime.date(2021, 3, 3), datetime.date(2021, 9, 13), datetime.date(2021, 1, 31)]",2.58,80.67,69.24,1.0,1.5
370,370,500,consumer,Recomendeitor,"[16, 185, 101, 142]",8560,"['live', 'movie']",80,4,6260,"['Recomendeitor_Plus', 'Recomendeitor']",5,"[datetime.date(2022, 7, 7), datetime.date(2022, 7, 30), datetime.date(2022, 6, 23), datetime.date(2022, 9, 4)]",2.78,78.25,73.13,1.0,0.8
371,371,502,consumer,Recomendeitor_Plus,"[8, 17, 84, 46]",328,"['short', 'documentary', 'series', 'live']",4,4,302,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 12, 24), datetime.date(2021, 6, 21), datetime.date(2021, 8, 21), datetime.date(2022, 3, 8)]",3.60,75.5,92.07,1.0,4.0
372,372,503,content_creator,Recomendeitor_Plus,"[71, 82, 186, 187, 31]",5022,"['series', 'live', 'movie']",45,5,4905,"['Recomendeitor_Plus', 'Recomendeitor']",3,"[datetime.date(2022, 7, 4), datetime.date(2021, 8, 10), datetime.date(2021, 11, 21), datetime.date(2021, 8, 22), datetime.date(2022, 6, 20)]",3.05,109.0,97.67,1.0,1.67
373,373,504,content_creator,Recomendeitor_Plus,"[64, 154, 58, 191]",858,"['documentary', 'series', 'movie']",8,4,878,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2021, 2, 17), datetime.date(2022, 4, 23), datetime.date(2022, 11, 1), datetime.date(2021, 9, 21)]",3.18,109.75,102.33,1.0,2.0
374,374,506,content_creator,Recomendeitor_Plus,"[160, 180]",2506,"['live', 'movie']",28,2,350,"['Recomendeitor_Plus', 'Recomendeitor']",7,"[datetime.date(2022, 9, 26), datetime.date(2021, 8, 11)]",1.60,12.5,13.97,1.0,0.29
375,375,508,consumer,Recomendeitor,"[12, 86, 182, 56, 29]",1236,"['series', 'live', 'movie']",10,5,1190,"['Recomendeitor_Plus', 'Recomendeitor']",2,"[datetime.date(2022, 9, 7), datetime.date(2022, 7, 4), datetime.date(2021, 2, 9), datetime.date(2022, 4, 23), datetime.date(2022, 4, 24)]",3.12,119.0,96.28,1.25,2.5
376,376,509,consumer,Recomendeitor_Plus,"[54, 113, 126]",118,"['documentary', 'series']",3,3,280,"['Recomendeitor_Plus', 'Recomendeitor']",1,"[datetime.date(2022, 2, 20), datetime.date(2022, 4, 28), datetime.date(2022, 6, 3)]",4.03,93.33,237.29,1.0,3.0
